sample_ID,age_Ma,lat_N_dd,long_E_dd,d18O_mean,d18O_std,Dp17O_5305_mean,Dp17O_5305_std,lithology,lab,reference,notes
Jackass,7.00E-05,36.6,-118.06,7.2,0.8,0.3,0.05,Varnish,Th,Bao et al. (2001) GCA,"th=0.5305 values calculated using reported d18O data; GPS approximate for Lone Pine, Death Valley, CA (see Fig. 1 for detailed GPS); assumed ~decades old based on 137Cs and 210Pb"
G-Stand,7.00E-05,36.6,-118.06,7.8,0.8,1.299,0.05,Varnish,Th,Bao et al. (2001) GCA,"th=0.5305 values calculated using reported d18O data; GPS approximate for Lone Pine, Death Valley, CA (see Fig. 1 for detailed GPS); assumed ~decades old based on 137Cs and 210Pb"
Barcroft,7.00E-05,36.6,-118.06,5.6,0.8,0.633,0.05,Varnish,Th,Bao et al. (2001) GCA,"th=0.5305 values calculated using reported d18O data; GPS approximate for Lone Pine, Death Valley, CA (see Fig. 1 for detailed GPS); assumed ~decades old based on 137Cs and 210Pb"
Grapevine,7.00E-05,36.6,-118.06,7.2,0.8,0.688,0.05,Varnish,Th,Bao et al. (2001) GCA,"th=0.5305 values calculated using reported d18O data; GPS approximate for Lone Pine, Death Valley, CA (see Fig. 1 for detailed GPS); assumed ~decades old based on 137Cs and 210Pb"
Darwin,7.00E-05,36.6,-118.06,9.8,0.8,0.407,0.05,Varnish,Th,Bao et al. (2001) GCA,"th=0.5305 values calculated using reported d18O data; GPS approximate for Lone Pine, Death Valley, CA (see Fig. 1 for detailed GPS); assumed ~decades old based on 137Cs and 210Pb"
Gunga,7.00E-05,36.6,-118.06,9.8,0.8,0.695,0.05,Varnish,Th,Bao et al. (2001) GCA,"th=0.5305 values calculated using reported d18O data; GPS approximate for Lone Pine, Death Valley, CA (see Fig. 1 for detailed GPS); assumed ~decades old based on 137Cs and 210Pb"
MCT-1,7.00E-05,36.6,-118.06,4.6,0.8,0.493,0.05,Varnish,Th,Bao et al. (2001) GCA,"th=0.5305 values calculated using reported d18O data; GPS approximate for Lone Pine, Death Valley, CA (see Fig. 1 for detailed GPS); assumed ~decades old based on 137Cs and 210Pb"
M-UF-1,7.00E-05,36.6,-118.06,7.7,0.8,0.654,0.05,Varnish,Th,Bao et al. (2001) GCA,"th=0.5305 values calculated using reported d18O data; GPS approximate for Lone Pine, Death Valley, CA (see Fig. 1 for detailed GPS); assumed ~decades old based on 137Cs and 210Pb"
M-UF-2,7.00E-05,36.6,-118.06,6.2,0.8,0.348,0.05,Varnish,Th,Bao et al. (2001) GCA,"th=0.5305 values calculated using reported d18O data; GPS approximate for Lone Pine, Death Valley, CA (see Fig. 1 for detailed GPS); assumed ~decades old based on 137Cs and 210Pb"
MF-3,7.00E-05,36.6,-118.06,7.3,0.8,0.468,0.05,Varnish,Th,Bao et al. (2001) GCA,"th=0.5305 values calculated using reported d18O data; GPS approximate for Lone Pine, Death Valley, CA (see Fig. 1 for detailed GPS); assumed ~decades old based on 137Cs and 210Pb"
SP-RD-1,7.00E-05,36.6,-118.06,6.4,0.8,0.765,0.05,Varnish,Th,Bao et al. (2001) GCA,"th=0.5305 values calculated using reported d18O data; GPS approximate for Lone Pine, Death Valley, CA (see Fig. 1 for detailed GPS); assumed ~decades old based on 137Cs and 210Pb"
SP-RD-2,7.00E-05,36.6,-118.06,5.8,0.8,0.711,0.05,Varnish,Th,Bao et al. (2001) GCA,"th=0.5305 values calculated using reported d18O data; GPS approximate for Lone Pine, Death Valley, CA (see Fig. 1 for detailed GPS); assumed ~decades old based on 137Cs and 210Pb"
MF-1,7.00E-05,36.6,-118.06,3.3,0.8,0.815,0.05,Varnish,Th,Bao et al. (2001) GCA,"th=0.5305 values calculated using reported d18O data; GPS approximate for Lone Pine, Death Valley, CA (see Fig. 1 for detailed GPS); assumed ~decades old based on 137Cs and 210Pb"
Camp3-1-1,7.00E-05,36.6,-118.06,5.2,0.8,0.597,0.05,Varnish,Th,Bao et al. (2001) GCA,"th=0.5305 values calculated using reported d18O data; GPS approximate for Lone Pine, Death Valley, CA (see Fig. 1 for detailed GPS); assumed ~decades old based on 137Cs and 210Pb"
Camp3-1-2,7.00E-05,36.6,-118.06,5.1,0.8,0.518,0.05,Varnish,Th,Bao et al. (2001) GCA,"th=0.5305 values calculated using reported d18O data; GPS approximate for Lone Pine, Death Valley, CA (see Fig. 1 for detailed GPS); assumed ~decades old based on 137Cs and 210Pb"
Uflat-1,7.00E-05,36.6,-118.06,6.2,0.8,0.428,0.05,Varnish,Th,Bao et al. (2001) GCA,"th=0.5305 values calculated using reported d18O data; GPS approximate for Lone Pine, Death Valley, CA (see Fig. 1 for detailed GPS); assumed ~decades old based on 137Cs and 210Pb"
Niter-5,7.00E-05,36.6,-118.06,9.8,0.8,0.089,0.05,Varnish,Th,Bao et al. (2001) GCA,"th=0.5305 values calculated using reported d18O data; GPS approximate for Lone Pine, Death Valley, CA (see Fig. 1 for detailed GPS); assumed ~decades old based on 137Cs and 210Pb"
Niter-7,7.00E-05,36.6,-118.06,5.3,0.8,0.257,0.05,Varnish,Th,Bao et al. (2001) GCA,"th=0.5305 values calculated using reported d18O data; GPS approximate for Lone Pine, Death Valley, CA (see Fig. 1 for detailed GPS); assumed ~decades old based on 137Cs and 210Pb"
Niter-12,7.00E-05,36.6,-118.06,6.5,0.8,0.306,0.05,Varnish,Th,Bao et al. (2001) GCA,"th=0.5305 values calculated using reported d18O data; GPS approximate for Lone Pine, Death Valley, CA (see Fig. 1 for detailed GPS); assumed ~decades old based on 137Cs and 210Pb"
R-track-3,7.00E-05,36.6,-118.06,7.1,0.8,0.53,0.05,Varnish,Th,Bao et al. (2001) GCA,"th=0.5305 values calculated using reported d18O data; GPS approximate for Lone Pine, Death Valley, CA (see Fig. 1 for detailed GPS); assumed ~decades old based on 137Cs and 210Pb"
MF-2,7.00E-05,36.6,-118.06,6.9,0.8,0.95,0.05,Varnish,Th,Bao et al. (2001) GCA,"th=0.5305 values calculated using reported d18O data; GPS approximate for Lone Pine, Death Valley, CA (see Fig. 1 for detailed GPS); assumed ~decades old based on 137Cs and 210Pb"
Domunt,7.00E-05,36.6,-118.06,9.5,0.8,0.668,0.05,Varnish,Th,Bao et al. (2001) GCA,"th=0.5305 values calculated using reported d18O data; GPS approximate for Lone Pine, Death Valley, CA (see Fig. 1 for detailed GPS); assumed ~decades old based on 137Cs and 210Pb"
Confid-1,7.00E-05,36.6,-118.06,8.6,0.8,0.108,0.05,Gypsum_lake,Th,Bao et al. (2001) GCA,"th=0.5305 values calculated using reported d18O data; GPS approximate for Lone Pine, Death Valley, CA (see Fig. 1 for detailed GPS); assumed ~decades old based on 137Cs and 210Pb"
Sara-10,7.00E-05,36.6,-118.06,7.4,0.8,0.039,0.05,Gypsum_lake,Th,Bao et al. (2001) GCA,"th=0.5305 values calculated using reported d18O data; GPS approximate for Lone Pine, Death Valley, CA (see Fig. 1 for detailed GPS); assumed ~decades old based on 137Cs and 210Pb"
Sara-11,7.00E-05,36.6,-118.06,7.7,0.8,0.086,0.05,Gypsum_lake,Th,Bao et al. (2001) GCA,"th=0.5305 values calculated using reported d18O data; GPS approximate for Lone Pine, Death Valley, CA (see Fig. 1 for detailed GPS); assumed ~decades old based on 137Cs and 210Pb"
Zam-3,7.00E-05,36.6,-118.06,7,0.8,0.471,0.05,Gypsum_lake,Th,Bao et al. (2001) GCA,"th=0.5305 values calculated using reported d18O data; GPS approximate for Lone Pine, Death Valley, CA (see Fig. 1 for detailed GPS); assumed ~decades old based on 137Cs and 210Pb"
Badwater,7.00E-05,36.6,-118.06,10,0.8,-0.162,0.05,Gypsum_lake,Th,Bao et al. (2001) GCA,"th=0.5305 values calculated using reported d18O data; GPS approximate for Lone Pine, Death Valley, CA (see Fig. 1 for detailed GPS); assumed ~decades old based on 137Cs and 210Pb"
SPD-5,7.00E-05,36.6,-118.06,3.1,0.8,-0.091,0.05,Gypsum_lake,Th,Bao et al. (2001) GCA,"th=0.5305 values calculated using reported d18O data; GPS approximate for Lone Pine, Death Valley, CA (see Fig. 1 for detailed GPS); assumed ~decades old based on 137Cs and 210Pb"
SPD-6,7.00E-05,36.6,-118.06,6.7,0.8,0.055,0.05,Gypsum_lake,Th,Bao et al. (2001) GCA,"th=0.5305 values calculated using reported d18O data; GPS approximate for Lone Pine, Death Valley, CA (see Fig. 1 for detailed GPS); assumed ~decades old based on 137Cs and 210Pb"
DV3,7.00E-05,36.6,-118.06,9.3,0.8,-0.156,0.05,Gypsum_lake,Th,Bao et al. (2001) GCA,"th=0.5305 values calculated using reported d18O data; GPS approximate for Lone Pine, Death Valley, CA (see Fig. 1 for detailed GPS); assumed ~decades old based on 137Cs and 210Pb"
DV10,7.00E-05,36.6,-118.06,9.1,0.8,-0.244,0.05,Gypsum_lake,Th,Bao et al. (2001) GCA,"th=0.5305 values calculated using reported d18O data; GPS approximate for Lone Pine, Death Valley, CA (see Fig. 1 for detailed GPS); assumed ~decades old based on 137Cs and 210Pb"
DV131,7.00E-05,36.6,-118.06,16.9,0.8,-0.26,0.05,Gypsum_lake,Th,Bao et al. (2001) GCA,"th=0.5305 values calculated using reported d18O data; GPS approximate for Lone Pine, Death Valley, CA (see Fig. 1 for detailed GPS); assumed ~decades old based on 137Cs and 210Pb"
DV143,7.00E-05,36.6,-118.06,14.6,0.8,-0.305,0.05,Gypsum_lake,Th,Bao et al. (2001) GCA,"th=0.5305 values calculated using reported d18O data; GPS approximate for Lone Pine, Death Valley, CA (see Fig. 1 for detailed GPS); assumed ~decades old based on 137Cs and 210Pb"
MB02-07-17,3.70E+00,-77.84,166.7,0,0.5,0.98,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-07-16,3.70E+00,-77.84,166.7,-1.7,0.5,0.667,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-07-15,3.70E+00,-77.84,166.7,0.4,0.5,0.765,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-07-14,3.70E+00,-77.84,166.7,0,0.5,0.83,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-07-13,3.70E+00,-77.84,166.7,0.3,0.5,0.756,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-07-12,3.70E+00,-77.84,166.7,-1.2,0.5,1.042,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-07-11,3.70E+00,-77.84,166.7,-2.6,0.5,1.236,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-07-10,3.70E+00,-77.84,166.7,-1.3,0.5,0.993,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-07-9,3.70E+00,-77.84,166.7,-1.5,0.5,1.055,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-07-8,3.70E+00,-77.84,166.7,-1.6,0.5,1.056,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-07-7,3.70E+00,-77.84,166.7,-1.8,0.5,1.009,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-07-6,3.70E+00,-77.84,166.7,-3.4,0.5,0.994,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-07-5,3.70E+00,-77.84,166.7,-3.1,0.5,0.751,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-07-4,3.70E+00,-77.84,166.7,-3.4,0.5,0.734,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-07-3,3.70E+00,-77.84,166.7,-2.6,0.5,0.606,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-07-2,3.70E+00,-77.84,166.7,-2.4,0.5,0.794,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-07-1,3.70E+00,-77.84,166.7,-4,0.5,0.679,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-13-22,2.70E+00,-77.84,166.7,-2.4,0.5,0.514,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-13-21,2.70E+00,-77.84,166.7,-3.1,0.5,0.601,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-13-20,2.70E+00,-77.84,166.7,-3.7,0.5,0.566,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-13-19,2.70E+00,-77.84,166.7,-1.4,0.5,0.774,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-13-18,2.70E+00,-77.84,166.7,-2.8,0.5,0.658,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-13-17,2.70E+00,-77.84,166.7,-1.6,0.5,0.706,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-13-16,2.70E+00,-77.84,166.7,-2,0.5,0.7,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-13-15,2.70E+00,-77.84,166.7,-4.7,0.5,0.555,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-13-14,2.70E+00,-77.84,166.7,-4,0.5,0.539,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-13-13,2.70E+00,-77.84,166.7,-4.8,0.5,0.646,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-13-12,2.70E+00,-77.84,166.7,-2.7,0.5,0.657,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-13-11,2.70E+00,-77.84,166.7,-3.9,0.5,0.688,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-13-10,2.70E+00,-77.84,166.7,-3,0.5,0.66,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-13-9,2.70E+00,-77.84,166.7,-3.8,0.5,0.687,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-13-8,2.70E+00,-77.84,166.7,-2.8,0.5,0.728,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-13-6,2.70E+00,-77.84,166.7,-3.2,0.5,0.642,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-13-5,2.70E+00,-77.84,166.7,-4,0.5,0.689,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-13-4,2.70E+00,-77.84,166.7,-2,0.5,0.72,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-13-3,2.70E+00,-77.84,166.7,-4.4,0.5,0.682,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-13-2,2.70E+00,-77.84,166.7,-5.5,0.5,0.702,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-13-1,2.70E+00,-77.84,166.7,-6.2,0.5,0.607,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-53-14,1.50E+01,-77.84,166.7,-8.5,0.5,1.666,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-53-13,1.50E+01,-77.84,166.7,-7.8,0.5,1.541,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-53-12,1.50E+01,-77.84,166.7,-10.1,0.5,1.717,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-53-11,1.50E+01,-77.84,166.7,-10.7,0.5,1.721,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-53-10,1.50E+01,-77.84,166.7,-10.7,0.5,1.741,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-53-9,1.50E+01,-77.84,166.7,-10.7,0.5,1.911,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-53-8,1.50E+01,-77.84,166.7,-9.6,0.5,1.945,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-53-7,1.50E+01,-77.84,166.7,-10.1,0.5,1.928,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-53-6,1.50E+01,-77.84,166.7,-12,0.5,1.989,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-53-5,1.50E+01,-77.84,166.7,-13.1,0.5,2.316,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-53-4,1.50E+01,-77.84,166.7,-12.5,0.5,1.981,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-53-3,1.50E+01,-77.84,166.7,-11.4,0.5,1.905,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-53-2,1.50E+01,-77.84,166.7,-10.5,0.5,2.101,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-11-21,1.48E+01,-77.84,166.7,-8.5,0.5,1.977,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-11-20,1.48E+01,-77.84,166.7,-7.5,0.5,1.659,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-11-19,1.48E+01,-77.84,166.7,-7.4,0.5,1.658,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-11-18,1.48E+01,-77.84,166.7,-9.6,0.5,1.624,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-11-17,1.48E+01,-77.84,166.7,-10.2,0.5,1.868,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-11-16,1.48E+01,-77.84,166.7,-11.1,0.5,1.984,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-11-15,1.48E+01,-77.84,166.7,-10.6,0.5,2.021,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-11-14,1.48E+01,-77.84,166.7,-10.8,0.5,2.042,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-11-13,1.48E+01,-77.84,166.7,-10.2,0.5,1.778,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-11-12,1.48E+01,-77.84,166.7,-12.1,0.5,2.22,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-11-11,1.48E+01,-77.84,166.7,-11.3,0.5,2.196,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-11-10,1.48E+01,-77.84,166.7,-12.1,0.5,2.15,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-11-9,1.48E+01,-77.84,166.7,-10.4,0.5,2.05,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-11-8,1.48E+01,-77.84,166.7,-10.9,0.5,2.173,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-11-7,1.48E+01,-77.84,166.7,-13.8,0.5,2.148,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-11-6,1.48E+01,-77.84,166.7,-12.9,0.5,2.064,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-11-5,1.48E+01,-77.84,166.7,-13,0.5,1.974,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-11-4,1.48E+01,-77.84,166.7,-12.6,0.5,1.509,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-11-3,1.48E+01,-77.84,166.7,-12.4,0.5,1.639,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
MB02-11-1,1.48E+01,-77.84,166.7,-14.7,0.5,1.649,0.05,Soil,B,Bao et al. (2006) J. Geophys. Res.,th=0.5305 values calculated using reported TC/EA d18O data; GPS approximate for MacMurdo Dry Valleys
CQB-1,3.20E+03,-25.882,31.086,9.9,0.5,-0.133,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
CQB-2,3.20E+03,-25.882,31.086,10.1,0.5,-0.155,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
CQB-3,3.20E+03,-25.882,31.086,11.8,0.5,-0.282,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
CQB-4,3.20E+03,-25.882,31.086,10,0.5,-0.174,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
CQB-5,3.20E+03,-25.882,31.086,10.6,0.5,-0.19,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
CQB-6,3.20E+03,-25.882,31.086,10.2,0.5,-0.136,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
CQB-7,3.20E+03,-25.882,31.086,9.8,0.5,-0.013,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
CQB-8,3.20E+03,-25.882,31.086,9.5,0.5,-0.129,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
SAF-16-115,3.20E+03,-25.882,31.103,11.8,0.5,-0.113,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
SAF-16-121,3.20E+03,-25.882,31.103,9.8,0.5,-0.013,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
SAF-16-22,3.20E+03,-25.882,31.103,12,0.5,-0.195,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
SAF-16-23,3.20E+03,-25.882,31.103,10.2,0.5,-0.146,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
SAF-512-9,3.20E+03,-25.882,31.103,9.4,0.5,-0.098,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
SAF-512-12,3.20E+03,-25.882,31.103,9.6,0.5,-0.011,0.05,Barite,B,Bao et al. (2007) GCA,th=0.5305 values calculated using reported TC/EA d18O data
